restaurant_id,date,amount_eur,direction,category,description
R0013,2026-01-21,1481.36,credit,Online Order Revenue,Daily revenue
R0013,2026-01-21,619.31,debit,Miscellaneous,Operating expense
R0013,2026-01-22,1714.05,credit,Walk-in Revenue,Daily revenue
R0013,2026-01-22,649.68,debit,Food & Beverage Supply,Operating expense
R0013,2026-01-23,2083.59,credit,Online Order Revenue,Daily revenue
R0013,2026-01-23,654.61,debit,Loan Repayment,Operating expense
R0013,2026-01-24,1543.01,credit,Card Terminal Revenue,Daily revenue
R0013,2026-01-24,902.27,debit,Maintenance,Operating expense
R0013,2026-01-25,1638.46,credit,Card Terminal Revenue,Daily revenue
R0013,2026-01-25,656.07,debit,Utilities,Operating expense
R0013,2026-01-26,2193.92,credit,Walk-in Revenue,Daily revenue
R0013,2026-01-26,721.92,debit,Utilities,Operating expense
R0013,2026-01-27,1720.97,credit,Online Order Revenue,Daily revenue
R0013,2026-01-27,822.9,debit,Utilities,Operating expense
R0013,2026-01-28,1912.7,credit,Walk-in Revenue,Daily revenue
R0013,2026-01-28,908.48,debit,Miscellaneous,Operating expense
R0013,2026-01-29,1587.61,credit,Walk-in Revenue,Daily revenue
R0013,2026-01-29,808.04,debit,Tax,Operating expense
R0013,2026-01-30,1714.48,credit,Walk-in Revenue,Daily revenue
R0013,2026-01-30,945.0,debit,Tax,Operating expense
R0013,2026-01-31,1515.38,credit,Online Order Revenue,Daily revenue
R0013,2026-01-31,1106.74,debit,Staff Costs,Operating expense
R0013,2026-02-01,1601.91,credit,Online Order Revenue,Daily revenue
R0013,2026-02-01,848.45,debit,Utilities,Operating expense
R0013,2026-02-02,1517.14,credit,Online Order Revenue,Daily revenue
R0013,2026-02-02,684.13,debit,Maintenance,Operating expense
R0013,2026-02-03,1577.54,credit,Card Terminal Revenue,Daily revenue
R0013,2026-02-03,725.88,debit,Tax,Operating expense
R0013,2026-02-04,1674.86,credit,Online Order Revenue,Daily revenue
R0013,2026-02-04,724.81,debit,Loan Repayment,Operating expense
R0013,2026-02-05,1909.58,credit,Card Terminal Revenue,Daily revenue
R0013,2026-02-05,749.78,debit,Insurance,Operating expense
R0013,2026-02-06,1573.44,credit,Card Terminal Revenue,Daily revenue
R0013,2026-02-06,799.48,debit,Miscellaneous,Operating expense
R0013,2026-02-07,1972.46,credit,Card Terminal Revenue,Daily revenue
R0013,2026-02-07,876.94,debit,Marketing,Operating expense
R0013,2026-02-08,1741.39,credit,Walk-in Revenue,Daily revenue
R0013,2026-02-08,666.94,debit,Food & Beverage Supply,Operating expense
R0013,2026-02-09,1520.8,credit,Online Order Revenue,Daily revenue
R0013,2026-02-09,686.65,debit,Insurance,Operating expense
R0013,2026-02-10,2038.87,credit,Online Order Revenue,Daily revenue
R0013,2026-02-10,917.17,debit,Utilities,Operating expense
R0013,2026-02-11,1580.25,credit,Online Order Revenue,Daily revenue
R0013,2026-02-11,777.64,debit,Maintenance,Operating expense
R0013,2026-02-12,1587.93,credit,Walk-in Revenue,Daily revenue
R0013,2026-02-12,736.67,debit,Maintenance,Operating expense
R0013,2026-02-13,1859.83,credit,Walk-in Revenue,Daily revenue
R0013,2026-02-13,812.92,debit,Loan Repayment,Operating expense
R0013,2026-02-14,2202.64,credit,Online Order Revenue,Daily revenue
R0013,2026-02-14,1008.9,debit,Insurance,Operating expense
R0013,2026-02-15,2039.43,credit,Walk-in Revenue,Daily revenue
R0013,2026-02-15,935.12,debit,Food & Beverage Supply,Operating expense
R0013,2026-02-16,1673.08,credit,Walk-in Revenue,Daily revenue
R0013,2026-02-16,925.74,debit,Food & Beverage Supply,Operating expense
R0013,2026-02-17,1688.7,credit,Card Terminal Revenue,Daily revenue
R0013,2026-02-17,1057.31,debit,Rent,Operating expense
R0013,2026-02-18,1847.98,credit,Online Order Revenue,Daily revenue
R0013,2026-02-18,883.0,debit,Miscellaneous,Operating expense
R0013,2026-02-19,1789.35,credit,Walk-in Revenue,Daily revenue
R0013,2026-02-19,1071.33,debit,Miscellaneous,Operating expense
R0013,2026-02-20,1459.24,credit,Walk-in Revenue,Daily revenue
R0013,2026-02-20,1083.82,debit,Miscellaneous,Operating expense
R0013,2026-02-21,1723.1,credit,Online Order Revenue,Daily revenue
R0013,2026-02-21,670.37,debit,Maintenance,Operating expense
R0013,2026-02-22,1603.39,credit,Card Terminal Revenue,Daily revenue
R0013,2026-02-22,639.19,debit,Maintenance,Operating expense
R0013,2026-02-23,1900.72,credit,Card Terminal Revenue,Daily revenue
R0013,2026-02-23,717.25,debit,Loan Repayment,Operating expense
R0013,2026-02-24,1798.15,credit,Online Order Revenue,Daily revenue
R0013,2026-02-24,994.1,debit,Utilities,Operating expense
R0013,2026-02-25,1620.35,credit,Online Order Revenue,Daily revenue
R0013,2026-02-25,815.4,debit,Staff Costs,Operating expense
R0013,2026-02-26,1486.82,credit,Online Order Revenue,Daily revenue
R0013,2026-02-26,800.07,debit,Miscellaneous,Operating expense
R0013,2026-02-27,2306.87,credit,Online Order Revenue,Daily revenue
R0013,2026-02-27,948.7,debit,Marketing,Operating expense
R0013,2026-02-28,1706.49,credit,Card Terminal Revenue,Daily revenue
R0013,2026-02-28,771.61,debit,Rent,Operating expense
R0013,2026-03-01,1753.46,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-01,866.13,debit,Loan Repayment,Operating expense
R0013,2026-03-02,1673.84,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-02,917.11,debit,Food & Beverage Supply,Operating expense
R0013,2026-03-03,1560.82,credit,Walk-in Revenue,Daily revenue
R0013,2026-03-03,727.43,debit,Miscellaneous,Operating expense
R0013,2026-03-04,1840.77,credit,Online Order Revenue,Daily revenue
R0013,2026-03-04,700.64,debit,Food & Beverage Supply,Operating expense
R0013,2026-03-05,1916.66,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-05,847.74,debit,Utilities,Operating expense
R0013,2026-03-06,1375.88,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-06,863.52,debit,Maintenance,Operating expense
R0013,2026-03-07,1406.07,credit,Online Order Revenue,Daily revenue
R0013,2026-03-07,937.92,debit,Utilities,Operating expense
R0013,2026-03-08,1709.87,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-08,1085.45,debit,Marketing,Operating expense
R0013,2026-03-09,1989.06,credit,Walk-in Revenue,Daily revenue
R0013,2026-03-09,714.39,debit,Loan Repayment,Operating expense
R0013,2026-03-10,1335.1,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-10,753.34,debit,Tax,Operating expense
R0013,2026-03-11,1504.18,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-11,1082.22,debit,Insurance,Operating expense
R0013,2026-03-12,1760.29,credit,Walk-in Revenue,Daily revenue
R0013,2026-03-12,968.51,debit,Food & Beverage Supply,Operating expense
R0013,2026-03-13,1702.19,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-13,826.67,debit,Insurance,Operating expense
R0013,2026-03-14,1755.58,credit,Online Order Revenue,Daily revenue
R0013,2026-03-14,990.57,debit,Maintenance,Operating expense
R0013,2026-03-15,1828.38,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-15,714.82,debit,Staff Costs,Operating expense
R0013,2026-03-16,2105.63,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-16,812.25,debit,Loan Repayment,Operating expense
R0013,2026-03-17,1666.13,credit,Online Order Revenue,Daily revenue
R0013,2026-03-17,488.99,debit,Tax,Operating expense
R0013,2026-03-18,1896.65,credit,Walk-in Revenue,Daily revenue
R0013,2026-03-18,862.43,debit,Staff Costs,Operating expense
R0013,2026-03-19,1783.61,credit,Online Order Revenue,Daily revenue
R0013,2026-03-19,798.23,debit,Utilities,Operating expense
R0013,2026-03-20,1640.82,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-20,802.46,debit,Utilities,Operating expense
R0013,2026-03-21,1860.43,credit,Online Order Revenue,Daily revenue
R0013,2026-03-21,931.01,debit,Maintenance,Operating expense
R0013,2026-03-22,1713.61,credit,Walk-in Revenue,Daily revenue
R0013,2026-03-22,970.49,debit,Tax,Operating expense
R0013,2026-03-23,1745.77,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-23,785.31,debit,Miscellaneous,Operating expense
R0013,2026-03-24,1804.44,credit,Walk-in Revenue,Daily revenue
R0013,2026-03-24,676.33,debit,Marketing,Operating expense
R0013,2026-03-25,1811.69,credit,Walk-in Revenue,Daily revenue
R0013,2026-03-25,653.03,debit,Utilities,Operating expense
R0013,2026-03-26,1545.11,credit,Walk-in Revenue,Daily revenue
R0013,2026-03-26,592.31,debit,Tax,Operating expense
R0013,2026-03-27,1725.44,credit,Online Order Revenue,Daily revenue
R0013,2026-03-27,1054.68,debit,Utilities,Operating expense
R0013,2026-03-28,1737.71,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-28,931.58,debit,Rent,Operating expense
R0013,2026-03-29,2259.98,credit,Online Order Revenue,Daily revenue
R0013,2026-03-29,901.05,debit,Staff Costs,Operating expense
R0013,2026-03-30,1600.64,credit,Online Order Revenue,Daily revenue
R0013,2026-03-30,769.59,debit,Miscellaneous,Operating expense
R0013,2026-03-31,1762.61,credit,Card Terminal Revenue,Daily revenue
R0013,2026-03-31,768.91,debit,Loan Repayment,Operating expense
R0013,2026-04-01,1644.44,credit,Online Order Revenue,Daily revenue
R0013,2026-04-01,975.12,debit,Miscellaneous,Operating expense
R0013,2026-04-02,1979.5,credit,Online Order Revenue,Daily revenue
R0013,2026-04-02,639.69,debit,Tax,Operating expense
R0013,2026-04-03,1589.44,credit,Online Order Revenue,Daily revenue
R0013,2026-04-03,790.43,debit,Miscellaneous,Operating expense
R0013,2026-04-04,1889.18,credit,Card Terminal Revenue,Daily revenue
R0013,2026-04-04,995.23,debit,Staff Costs,Operating expense
R0013,2026-04-05,2333.93,credit,Online Order Revenue,Daily revenue
R0013,2026-04-05,790.22,debit,Tax,Operating expense
R0013,2026-04-06,1674.55,credit,Online Order Revenue,Daily revenue
R0013,2026-04-06,924.57,debit,Marketing,Operating expense
R0013,2026-04-07,1618.19,credit,Online Order Revenue,Daily revenue
R0013,2026-04-07,831.6,debit,Miscellaneous,Operating expense
R0013,2026-04-08,1674.7,credit,Card Terminal Revenue,Daily revenue
R0013,2026-04-08,515.47,debit,Maintenance,Operating expense
R0013,2026-04-09,1788.54,credit,Card Terminal Revenue,Daily revenue
R0013,2026-04-09,826.32,debit,Rent,Operating expense
R0013,2026-04-10,2031.34,credit,Walk-in Revenue,Daily revenue
R0013,2026-04-10,850.26,debit,Maintenance,Operating expense
R0013,2026-04-11,1497.1,credit,Online Order Revenue,Daily revenue
R0013,2026-04-11,816.67,debit,Maintenance,Operating expense
R0013,2026-04-12,1320.22,credit,Walk-in Revenue,Daily revenue
R0013,2026-04-12,695.25,debit,Rent,Operating expense
R0013,2026-04-13,1896.88,credit,Walk-in Revenue,Daily revenue
R0013,2026-04-13,818.04,debit,Miscellaneous,Operating expense
R0013,2026-04-14,1957.58,credit,Card Terminal Revenue,Daily revenue
R0013,2026-04-14,598.91,debit,Maintenance,Operating expense
R0013,2026-04-15,1711.2,credit,Walk-in Revenue,Daily revenue
R0013,2026-04-15,788.97,debit,Food & Beverage Supply,Operating expense
R0013,2026-04-16,1964.63,credit,Card Terminal Revenue,Daily revenue
R0013,2026-04-16,935.29,debit,Rent,Operating expense
R0013,2026-04-17,1898.31,credit,Online Order Revenue,Daily revenue
R0013,2026-04-17,1045.99,debit,Loan Repayment,Operating expense
R0013,2026-04-18,1684.63,credit,Online Order Revenue,Daily revenue
R0013,2026-04-18,1019.7,debit,Staff Costs,Operating expense
R0013,2026-04-19,1541.63,credit,Walk-in Revenue,Daily revenue
R0013,2026-04-19,711.82,debit,Utilities,Operating expense
R0013,2026-04-20,1921.68,credit,Online Order Revenue,Daily revenue
R0013,2026-04-20,657.81,debit,Maintenance,Operating expense
R0013,2026-04-21,1883.61,credit,Walk-in Revenue,Daily revenue
R0013,2026-04-21,862.47,debit,Staff Costs,Operating expense
R0013,2026-04-22,1989.17,credit,Online Order Revenue,Daily revenue
R0013,2026-04-22,841.99,debit,Staff Costs,Operating expense
R0013,2026-04-23,1774.33,credit,Card Terminal Revenue,Daily revenue
R0013,2026-04-23,914.46,debit,Loan Repayment,Operating expense
R0013,2026-04-24,1622.33,credit,Online Order Revenue,Daily revenue
R0013,2026-04-24,759.57,debit,Maintenance,Operating expense
R0013,2026-04-25,1862.82,credit,Online Order Revenue,Daily revenue
R0013,2026-04-25,845.83,debit,Rent,Operating expense
R0013,2026-04-26,1676.33,credit,Online Order Revenue,Daily revenue
R0013,2026-04-26,839.01,debit,Utilities,Operating expense
R0013,2026-04-27,2099.72,credit,Walk-in Revenue,Daily revenue
R0013,2026-04-27,793.11,debit,Food & Beverage Supply,Operating expense
R0013,2026-04-28,1662.64,credit,Online Order Revenue,Daily revenue
R0013,2026-04-28,631.97,debit,Food & Beverage Supply,Operating expense
R0013,2026-04-29,1753.52,credit,Card Terminal Revenue,Daily revenue
R0013,2026-04-29,933.27,debit,Tax,Operating expense
R0013,2026-04-30,1939.33,credit,Online Order Revenue,Daily revenue
R0013,2026-04-30,863.35,debit,Insurance,Operating expense
R0013,2026-05-01,1964.63,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-01,942.75,debit,Maintenance,Operating expense
R0013,2026-05-02,1997.86,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-02,975.0,debit,Maintenance,Operating expense
R0013,2026-05-03,2094.52,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-03,827.94,debit,Food & Beverage Supply,Operating expense
R0013,2026-05-04,1481.81,credit,Online Order Revenue,Daily revenue
R0013,2026-05-04,934.14,debit,Staff Costs,Operating expense
R0013,2026-05-05,1927.56,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-05,1049.63,debit,Rent,Operating expense
R0013,2026-05-06,2033.46,credit,Online Order Revenue,Daily revenue
R0013,2026-05-06,1097.48,debit,Tax,Operating expense
R0013,2026-05-07,1893.57,credit,Online Order Revenue,Daily revenue
R0013,2026-05-07,878.72,debit,Tax,Operating expense
R0013,2026-05-08,1469.56,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-08,888.82,debit,Staff Costs,Operating expense
R0013,2026-05-09,1645.62,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-09,876.52,debit,Utilities,Operating expense
R0013,2026-05-10,1774.01,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-10,909.68,debit,Tax,Operating expense
R0013,2026-05-11,1741.89,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-11,968.72,debit,Tax,Operating expense
R0013,2026-05-12,1186.54,credit,Online Order Revenue,Daily revenue
R0013,2026-05-12,873.77,debit,Rent,Operating expense
R0013,2026-05-13,2016.8,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-13,1087.87,debit,Food & Beverage Supply,Operating expense
R0013,2026-05-14,1917.28,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-14,1064.27,debit,Staff Costs,Operating expense
R0013,2026-05-15,1798.21,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-15,849.93,debit,Marketing,Operating expense
R0013,2026-05-16,1874.45,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-16,849.15,debit,Loan Repayment,Operating expense
R0013,2026-05-17,1597.01,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-17,783.9,debit,Maintenance,Operating expense
R0013,2026-05-18,1527.26,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-18,916.9,debit,Staff Costs,Operating expense
R0013,2026-05-19,1764.88,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-19,803.65,debit,Food & Beverage Supply,Operating expense
R0013,2026-05-20,1642.62,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-20,913.92,debit,Marketing,Operating expense
R0013,2026-05-21,1927.54,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-21,705.5,debit,Tax,Operating expense
R0013,2026-05-22,1490.13,credit,Online Order Revenue,Daily revenue
R0013,2026-05-22,971.2,debit,Rent,Operating expense
R0013,2026-05-23,1471.64,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-23,919.33,debit,Food & Beverage Supply,Operating expense
R0013,2026-05-24,2104.45,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-24,1055.91,debit,Loan Repayment,Operating expense
R0013,2026-05-25,1918.53,credit,Card Terminal Revenue,Daily revenue
R0013,2026-05-25,939.89,debit,Tax,Operating expense
R0013,2026-05-26,2238.75,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-26,552.08,debit,Food & Beverage Supply,Operating expense
R0013,2026-05-27,1664.27,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-27,957.69,debit,Loan Repayment,Operating expense
R0013,2026-05-28,1691.14,credit,Walk-in Revenue,Daily revenue
R0013,2026-05-28,1007.55,debit,Staff Costs,Operating expense
R0014,2025-05-28,861.12,credit,Online Order Revenue,Daily revenue
R0014,2025-05-28,235.35,debit,Marketing,Operating expense
R0014,2025-05-29,832.01,credit,Online Order Revenue,Daily revenue
R0014,2025-05-29,265.75,debit,Food & Beverage Supply,Operating expense
R0014,2025-05-30,807.7,credit,Walk-in Revenue,Daily revenue
R0014,2025-05-30,291.88,debit,Food & Beverage Supply,Operating expense
R0014,2025-05-31,960.27,credit,Card Terminal Revenue,Daily revenue
R0014,2025-05-31,297.48,debit,Maintenance,Operating expense
R0014,2025-06-01,769.84,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-01,190.27,debit,Utilities,Operating expense
R0014,2025-06-02,890.02,credit,Online Order Revenue,Daily revenue
R0014,2025-06-02,366.4,debit,Utilities,Operating expense
R0014,2025-06-03,1025.77,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-03,234.13,debit,Staff Costs,Operating expense
R0014,2025-06-04,935.83,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-04,283.23,debit,Maintenance,Operating expense
R0014,2025-06-05,744.25,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-05,307.83,debit,Food & Beverage Supply,Operating expense
R0014,2025-06-06,872.58,credit,Online Order Revenue,Daily revenue
R0014,2025-06-06,251.89,debit,Utilities,Operating expense
R0014,2025-06-07,893.01,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-07,299.21,debit,Staff Costs,Operating expense
R0014,2025-06-08,809.77,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-08,189.98,debit,Staff Costs,Operating expense
R0014,2025-06-09,924.98,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-09,177.08,debit,Rent,Operating expense
R0014,2025-06-10,858.3,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-10,300.83,debit,Rent,Operating expense
R0014,2025-06-11,952.35,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-11,295.29,debit,Maintenance,Operating expense
R0014,2025-06-12,956.76,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-12,347.69,debit,Staff Costs,Operating expense
R0014,2025-06-13,827.61,credit,Online Order Revenue,Daily revenue
R0014,2025-06-13,270.61,debit,Insurance,Operating expense
R0014,2025-06-14,843.65,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-14,292.01,debit,Utilities,Operating expense
R0014,2025-06-15,883.89,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-15,321.2,debit,Utilities,Operating expense
R0014,2025-06-16,833.75,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-16,309.26,debit,Maintenance,Operating expense
R0014,2025-06-17,953.85,credit,Online Order Revenue,Daily revenue
R0014,2025-06-17,254.12,debit,Staff Costs,Operating expense
R0014,2025-06-18,948.43,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-18,265.37,debit,Utilities,Operating expense
R0014,2025-06-19,928.51,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-19,247.44,debit,Insurance,Operating expense
R0014,2025-06-20,815.5,credit,Online Order Revenue,Daily revenue
R0014,2025-06-20,242.53,debit,Rent,Operating expense
R0014,2025-06-21,710.62,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-21,287.61,debit,Maintenance,Operating expense
R0014,2025-06-22,758.48,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-22,247.03,debit,Insurance,Operating expense
R0014,2025-06-23,959.72,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-23,287.52,debit,Maintenance,Operating expense
R0014,2025-06-24,700.84,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-24,251.85,debit,Tax,Operating expense
R0014,2025-06-25,939.6,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-25,257.36,debit,Staff Costs,Operating expense
R0014,2025-06-26,1034.09,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-26,223.89,debit,Marketing,Operating expense
R0014,2025-06-27,671.52,credit,Walk-in Revenue,Daily revenue
R0014,2025-06-27,286.4,debit,Miscellaneous,Operating expense
R0014,2025-06-28,833.08,credit,Online Order Revenue,Daily revenue
R0014,2025-06-28,188.0,debit,Food & Beverage Supply,Operating expense
R0014,2025-06-29,873.53,credit,Card Terminal Revenue,Daily revenue
R0014,2025-06-29,302.5,debit,Utilities,Operating expense
R0014,2025-06-30,755.48,credit,Online Order Revenue,Daily revenue
R0014,2025-06-30,344.84,debit,Marketing,Operating expense
R0014,2025-07-01,800.94,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-01,258.7,debit,Tax,Operating expense
R0014,2025-07-02,760.2,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-02,256.96,debit,Loan Repayment,Operating expense
R0014,2025-07-03,876.18,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-03,198.31,debit,Rent,Operating expense
R0014,2025-07-04,1192.43,credit,Online Order Revenue,Daily revenue
R0014,2025-07-04,236.39,debit,Staff Costs,Operating expense
R0014,2025-07-05,837.63,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-05,292.48,debit,Insurance,Operating expense
R0014,2025-07-06,1084.33,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-06,298.51,debit,Maintenance,Operating expense
R0014,2025-07-07,762.12,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-07,263.56,debit,Rent,Operating expense
R0014,2025-07-08,689.43,credit,Online Order Revenue,Daily revenue
R0014,2025-07-08,289.9,debit,Rent,Operating expense
R0014,2025-07-09,715.74,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-09,224.6,debit,Insurance,Operating expense
R0014,2025-07-10,890.13,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-10,272.41,debit,Tax,Operating expense
R0014,2025-07-11,862.59,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-11,313.55,debit,Insurance,Operating expense
R0014,2025-07-12,967.75,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-12,280.06,debit,Miscellaneous,Operating expense
R0014,2025-07-13,759.1,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-13,320.46,debit,Tax,Operating expense
R0014,2025-07-14,804.66,credit,Online Order Revenue,Daily revenue
R0014,2025-07-14,321.92,debit,Loan Repayment,Operating expense
R0014,2025-07-15,1106.55,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-15,275.0,debit,Utilities,Operating expense
R0014,2025-07-16,1000.75,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-16,137.27,debit,Miscellaneous,Operating expense
R0014,2025-07-17,869.63,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-17,297.58,debit,Food & Beverage Supply,Operating expense
R0014,2025-07-18,989.26,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-18,208.64,debit,Food & Beverage Supply,Operating expense
R0014,2025-07-19,859.08,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-19,158.21,debit,Staff Costs,Operating expense
R0014,2025-07-20,934.6,credit,Online Order Revenue,Daily revenue
R0014,2025-07-20,183.22,debit,Utilities,Operating expense
R0014,2025-07-21,1011.27,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-21,300.67,debit,Maintenance,Operating expense
R0014,2025-07-22,839.78,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-22,275.33,debit,Miscellaneous,Operating expense
R0014,2025-07-23,867.27,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-23,264.63,debit,Food & Beverage Supply,Operating expense
R0014,2025-07-24,767.88,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-24,279.21,debit,Insurance,Operating expense
R0014,2025-07-25,715.1,credit,Online Order Revenue,Daily revenue
R0014,2025-07-25,185.27,debit,Marketing,Operating expense
R0014,2025-07-26,877.44,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-26,247.27,debit,Rent,Operating expense
R0014,2025-07-27,919.57,credit,Online Order Revenue,Daily revenue
R0014,2025-07-27,230.49,debit,Utilities,Operating expense
R0014,2025-07-28,1091.97,credit,Walk-in Revenue,Daily revenue
R0014,2025-07-28,261.52,debit,Food & Beverage Supply,Operating expense
R0014,2025-07-29,915.35,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-29,262.92,debit,Miscellaneous,Operating expense
R0014,2025-07-30,997.64,credit,Online Order Revenue,Daily revenue
R0014,2025-07-30,277.43,debit,Insurance,Operating expense
R0014,2025-07-31,937.7,credit,Card Terminal Revenue,Daily revenue
R0014,2025-07-31,283.56,debit,Marketing,Operating expense
R0014,2025-08-01,695.5,credit,Online Order Revenue,Daily revenue
R0014,2025-08-01,186.92,debit,Food & Beverage Supply,Operating expense
R0014,2025-08-02,882.34,credit,Walk-in Revenue,Daily revenue
R0014,2025-08-02,247.79,debit,Maintenance,Operating expense
R0014,2025-08-03,952.43,credit,Walk-in Revenue,Daily revenue
R0014,2025-08-03,256.13,debit,Marketing,Operating expense
R0014,2025-08-04,952.65,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-04,207.65,debit,Utilities,Operating expense
R0014,2025-08-05,889.32,credit,Walk-in Revenue,Daily revenue
R0014,2025-08-05,204.0,debit,Insurance,Operating expense
R0014,2025-08-06,931.81,credit,Online Order Revenue,Daily revenue
R0014,2025-08-06,183.42,debit,Utilities,Operating expense
R0014,2025-08-07,927.69,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-07,199.09,debit,Loan Repayment,Operating expense
R0014,2025-08-08,849.49,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-08,289.64,debit,Utilities,Operating expense
R0014,2025-08-09,914.77,credit,Walk-in Revenue,Daily revenue
R0014,2025-08-09,192.33,debit,Utilities,Operating expense
R0014,2025-08-10,818.62,credit,Walk-in Revenue,Daily revenue
R0014,2025-08-10,197.85,debit,Maintenance,Operating expense
R0014,2025-08-11,709.37,credit,Walk-in Revenue,Daily revenue
R0014,2025-08-11,259.87,debit,Insurance,Operating expense
R0014,2025-08-12,950.34,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-12,272.24,debit,Tax,Operating expense
R0014,2025-08-13,954.86,credit,Walk-in Revenue,Daily revenue
R0014,2025-08-13,254.91,debit,Food & Beverage Supply,Operating expense
R0014,2025-08-14,861.26,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-14,214.26,debit,Tax,Operating expense
R0014,2025-08-15,843.44,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-15,204.75,debit,Utilities,Operating expense
R0014,2025-08-16,800.16,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-16,258.77,debit,Rent,Operating expense
R0014,2025-08-17,877.88,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-17,372.76,debit,Rent,Operating expense
R0014,2025-08-18,746.66,credit,Card Terminal Revenue,Daily revenue
R0014,2025-08-18,250.57,debit,Rent,Operating expense
